horse,career_runs,win_strike_rate
River Nymph (GB),15,0.2
River Of Dreams (IRE),4,0.0
River Of Gold (IRE),11,0.0909090909090909
River Of Heyday (IRE),0,0.0
River Of Intrigue (IRE),30,0.1
River Of Joy (GB),10,0.5
River Of Kings (IRE),10,0.0
River Of Life (GB),0,0.0
River Of Riches (IRE),1,0.0
River Of Silver (FR),13,0.3076923076923077
River Of Stars (IRE),24,0.1666666666666666
River Of Time (IRE),6,0.0
River On The Hills (FR),5,0.4
River Ore (GB),1,0.0
River Paris (FR),11,0.0
River Patrole (IRE),10,0.0
River Plate (FR),10,0.0
River Pride (GB),19,0.1578947368421052
River Prince (FR),19,0.0526315789473684
River Purple (GB),26,0.0769230769230769
River Quartz (FR),4,0.0
River Queraress (SAF),1,0.0
River Racer (AUS),9,0.0
River Rain (IRE),8,0.0
River Ribble (AUS),0,0.0
River Rider (IRE),8,0.0
River Ring (FR),1,0.0
River Road (IRE),0,0.0
River Robe (IRE),25,0.04
River Rock (IRE),2,0.0
River Romeo (SAF),0,0.0
River Roquette (IRE),0,0.0
River Rubicon (AUS),6,0.0
River Rule (GB),12,0.0
River Run (FR),7,0.0
River Run Free (IRE),12,0.25
River Rush (CAN),0,0.0
River Seine (IRE),6,0.1666666666666666
River Seven (CAN),0,0.0
River Song (IRE),15,0.0666666666666666
River Spey (GB),6,0.1666666666666666
River Spirit (ITY),1,0.0
River Spot (IRE),0,0.0
River Sprite (GB),11,0.0909090909090909
River Star (AUS),0,0.0
River Tara (IRE),8,0.125
River Thames (GB),2,0.0
River Thames (IRE),1,1.0
River Thames (USA),2,0.0
River Tiber (IRE),8,0.375
River True (JPN),0,0.0
River Twain (AUS),0,0.0
River Tweed (IRE),3,0.3333333333333333
River Tyne (GB),26,0.1153846153846153
River Usk (IRE),10,0.1
River Vale (IRE),15,0.1333333333333333
River Views (AUS),21,0.0476190476190476
River Voyage (IRE),13,0.2307692307692307
River Walk (IRE),4,0.5
River Warrior (GB),4,0.0
River Wharfe (GB),76,0.1447368421052631
River Wild (USA),0,0.0
River Wind (USA),0,0.0
River Wye (GB),0,0.0
River Wylde (IRE),13,0.3846153846153846
Rivera (FR),0,0.0
Rivera Queen (IRE),2,0.0
Riverbank Drama (GB),0,0.0
Riverboat (GB),0,0.0
Riverboat Gambler (USA),0,0.0
Riverboat Lady (IRE),3,0.0
Riverboat Springs (IRE),1,0.0
Rivercourt Guy (IRE),1,0.0
Riverdene (IRE),15,0.0
Riverente (JPN),0,0.0
Riveret (FR),9,0.0
Riverfront (FR),8,0.125
Riveria (IRE),1,0.0
Riverina (GB),9,0.0
Riverina Bella (AUS),1,0.0
Riverina Charm (IRE),2,0.0
Riverina Power (AUS),1,0.0
Riverlea Stratagem (AUS),0,0.0
Riverlynx (IRE),6,0.0
Rivermouth (GB),3,0.0
Riverplate (NZ),2,0.0
Riverrainshine (IRE),17,0.0
Rivers Corner (GB),24,0.2083333333333333
Rivers End (IRE),1,0.0
Rivers Lad (GB),12,0.0
Rivers Lane (AUS),0,0.0
Rivers Of Asia (GB),28,0.0357142857142857
Rivers Of Babylon (IRE),10,0.2
Rivers Of Lite (USA),1,0.0
Rivers Of Tay (IRE),2,0.0
Rivers Of Whiskey (IRE),1,0.0
Rivers Run (IRE),4,0.25
Riversbridge (GB),4,0.0
Riverside Bird (IRE),9,0.0
Riverside Bridge (IRE),14,0.0
Riverside City (IRE),23,0.0869565217391304
Riverside Girl (GB),3,0.0
Riverside Hero (IRE),3,0.0
Riverside Walk (GB),7,0.1428571428571428
Riversou (FR),0,0.0
Riversoul (FR),0,0.0
Riverstown (SAF),1,0.0
Riversway (GB),14,0.3571428571428571
Riverview Law (GB),4,0.0
Riverwing (GB),15,0.0
Riverwoods (IRE),2,0.0
Rivet Delight (IRE),26,0.1153846153846153
Riviera (FR),2,0.0
Riviera Belle (GB),3,0.0
Riviera Claire (GB),5,0.0
Riviera Do Iguassu (BRZ),2,0.0
Riviera Nights (GB),8,0.375
Riviera Queen (IRE),11,0.0909090909090909
Riviera Riches (AUS),0,0.0
Riviera Song (GB),1,0.0
Riviera Sun (IRE),31,0.2258064516129032
Riviera Walk (IRE),8,0.25
Riviere (FR),7,0.0
Riviere (IRE),4,0.0
Riviere Argentee (FR),33,0.1818181818181818
Riviere Champagne (IRE),11,0.0909090909090909
Riviere De Perles (FR),16,0.25
Riviere Detel (FR),19,0.2631578947368421
Riviere Du Loup (USA),0,0.0
Riviere dEtel (FR),5,0.0
Rivo Boy (AUS),0,0.0
Rivoli (FR),0,0.0
Rivolochop (FR),19,0.0526315789473684
Riyabovka (FR),15,0.2
Riyadh (USA),0,0.0
Riyadh Angel (IRE),0,0.0
Riyadh El Ezz (USA),0,0.0
Riyadh Gem (IRE),18,0.1111111111111111
Riyak (FR),22,0.0454545454545454
Riyami (IRE),34,0.1176470588235294
Riyazan (IRE),0,0.0
Rizal (FR),7,0.0
Rizal Park (IRE),17,0.0
Rizannon (IRE),5,0.0
Rizedda (FR),4,0.0
Rizeena (IRE),2,0.0
Rizg (GB),10,0.1
Riziz (AUS),7,0.0
Rizzardo (GB),29,0.1034482758620689
Rizzichop (FR),13,0.0
Rizzle Dizzle (GB),8,0.0
Rkaya (IRE),0,0.0
Rlasthope (GB),2,0.0
Ro Ro (IRE),1,0.0
Ro Town (USA),2,0.0
Roaa (IRE),0,0.0
Roach Power (IRE),45,0.1777777777777777
Roachdale House (IRE),46,0.0434782608695652
Road Bloc (USA),24,0.125
Road Bridge (IRE),0,0.0
Road By The River (IRE),5,0.0
Road Do Iguassu (BRZ),1,0.0
Road Exile (IRE),5,0.4
Road Game (USA),0,0.0
Road House (IRE),3,0.0
Road Map (IRE),0,0.0
Road Mix Tavel (FR),16,0.125
Road Rage (IRE),4,0.25
Road Rager (USA),1,0.0
Road Raising (JPN),0,0.0
Road Senam (FR),13,0.0
Road Show (USA),0,0.0
Road Tiger (USA),1,0.0
Road To Arc (FR),6,0.1666666666666666
Road To Damascus (USA),0,0.0
Road To Dubai (IRE),26,0.2692307692307692
Road To Escondido (FR),0,0.0
Road To Fame (JPN),2,0.0
Road To Freedom (GB),15,0.0666666666666666
Road To Gold (IRE),14,0.2142857142857142
Road To Home (IRE),11,0.1818181818181818
Road To Mallow (IRE),1,0.0
Road To Meath (USA),0,0.0
Road To Ninety (IRE),0,0.0
Road To Nirvana (FR),1,0.0
Road To Nowhere (IRE),7,0.0
Road To Oz (IRE),3,0.0
Road To Paris (IRE),13,0.2307692307692307
Road To Paris (NZ),1,1.0
Road To Peace (USA),0,0.0
Road To Respect (IRE),25,0.32
Road To Reward (IRE),2,0.0
Road To Riches (IRE),23,0.0869565217391304
Road To Ringlet (GB),0,0.0
Road To Rome (IRE),19,0.2105263157894736
Road To Rosley (GB),11,0.0
Road To The East (GB),2,0.0
Road To The Sea (IRE),4,0.0
Road To The Weir (IRE),13,0.0
Road To Therock (FR),0,0.0
Road To Victory (USA),2,0.5
Road To Wembley (GB),25,0.2
Road Warrior (GB),37,0.1351351351351351
Road West (IRE),1,0.0
Roadie Joe (IRE),12,0.4166666666666667
Roadlesstravelled (IRE),7,0.4285714285714285
Roadrunner (FR),0,0.0
Roadrunner (IRE),3,0.0
Roadrunners Honor (USA),1,0.0
Roadshow (IRE),12,0.1666666666666666
Roadster (USA),11,0.0909090909090909
Roadvision (FR),3,0.0
Roadway (USA),5,0.0
Roalco De Farges (FR),6,0.0
Roamin In Gloamin (GB),10,0.0
Roaming (USA),0,0.0
Roaming Coyote (IRE),2,0.0
Roaming Eyes (IRE),9,0.0
Roaming Star (IRE),3,0.0
Roaming Union (USA),1,0.0
Roaming Wild (IRE),1,0.0
Roan (GB),4,0.0
Roano (IRE),4,0.0
Roar (IRE),33,0.1818181818181818
Roar Emotion (IRE),11,0.0909090909090909
Roar Of The Beast (USA),0,0.0
Roar Of The Crowd (CAN),0,0.0
Roarin Success (GB),25,0.12
Roaring Bebe (NZ),6,0.0
Roaring Bull (IRE),29,0.2068965517241379
Roaring Character (IRE),5,0.0
Roaring Conquest (IRE),8,0.25
Roaring Dragon (IRE),0,0.0
Roaring Engine (NZ),0,0.0
Roaring Fire (GB),0,0.0
Roaring Forte (IRE),0,0.0
Roaring Forties (IRE),49,0.1020408163265306
Roaring Forties (USA),8,0.0
Roaring Fury (IRE),3,0.0
Roaring Gallagher (FR),9,0.1111111111111111
Roaring Home (GB),15,0.1333333333333333
Roaring Legend (FR),30,0.2333333333333333
Roaring Lion (USA),12,0.6666666666666666
Roaring Potter (FR),5,0.2
Roaring Ralph (GB),42,0.1666666666666666
Roaring River (GB),9,0.0
Roaring Rory (GB),59,0.1016949152542373
Roaring Rosa (IRE),5,0.0
Roaring Trade (USA),0,0.0
Roaring Twenties (GB),6,0.0
Roaring Water (IRE),1,0.0
Roaroke (IRE),5,0.4
Roast Chestnut (IRE),4,0.0
Roatan (FR),1,0.0
Roayh (USA),26,0.0384615384615384
Roazhon (FR),0,0.0
Roazhon Park (FR),6,0.0
Rob Robin (IRE),8,0.125
Rob Roy Macgregor (IRE),18,0.0555555555555555
Rob Royal (FR),8,0.125
Rob Royal (IRE),2,0.0
Rob The Getaway (IRE),11,0.1818181818181818
Robaddan (IRE),8,0.0
Robanne (GB),9,0.1111111111111111
Robasta (IRE),14,0.1428571428571428
Robayera (IRE),0,0.0
Robben (CHI),4,0.0
Robben (GB),25,0.04
Robben Island (USA),0,0.0
Robben Rainbow (GB),35,0.0857142857142857
Robbers Bridge (IRE),27,0.1481481481481481
Robbia (FR),2,0.0
Robbian (GB),41,0.048780487804878
Robbie (GB),5,0.0
Robbie Dazzler (GB),15,0.0
Robbie Diamonds (IRE),1,0.0
Robbie Rabbit (IRE),6,0.0
Robbie Roger (IRE),5,0.0
Robbie Roo Roo (GB),21,0.1904761904761904
Robbies Magic (IRE),9,0.0
Robbies Rock (GB),16,0.1875
Robbina (IRE),27,0.0
Robbing The Prey (IRE),19,0.1052631578947368
Robbinhannon (IRE),11,0.1818181818181818
Robbinphil (IRE),0,0.0
Robbo (IRE),23,0.0869565217391304
Robby (GB),1,0.0
Robe (USA),0,0.0
Robe Bay (AUS),0,0.0
Robe Of Honour (USA),1,0.0
Robe Tissage (JPN),4,0.0
Robeam (IRE),80,0.0625
Robelli (IRE),4,0.25
Robero (GB),67,0.1492537313432835
Robert (SPA),13,0.0
Robert Anstruther (GB),5,0.0
Robert Bruce (CHI),11,0.5454545454545454
Robert DOres (FR),5,0.0
Robert De Bruce (IRE),5,0.0
Robert De Hero (AUS),0,0.0
Robert E Lee (IRE),3,0.0
Robert Fitzroy (IRE),9,0.1111111111111111
Robert Frost (USA),14,0.0
Robert Guiscard (IRE),19,0.0526315789473684
Robert Hooke (GB),3,0.0
Robert Johnson (GB),28,0.25
Robert LEchelle (IRE),8,0.125
Robert Le Diable (FR),8,0.125
Robert The Painter (IRE),31,0.0
Robert Walpole (GB),19,0.1052631578947368
Robert dOres (FR),16,0.1875
Roberta Bishop (GB),4,0.0
Roberta Has (FR),10,0.4
Roberta Mia (TUR),0,0.0
Robertjames (FR),0,0.0
Roberto Caro (IRE),19,0.2105263157894736
Roberto Escobarr (IRE),22,0.1818181818181818
Roberto Lopez (GB),0,0.0
Roberto Mount (GB),22,0.2272727272727272
Roberto Pegasus (USA),5,0.2
Roberts Hit (ARG),1,0.0
Roberts Pen (ARG),0,0.0
Roberts Star (IRE),18,0.1666666666666666
Robertson (IRE),1,0.0
Robertson Quay (JPN),4,0.0
Robertstown (IRE),3,0.6666666666666666
Robertstown Rover (IRE),1,0.0
Robertthebruce (IRE),5,0.0
Roberttown Rose (IRE),10,0.0
Robespierre (FR),6,0.0
Robiano (IRE),5,0.0
Robillard (USA),7,0.1428571428571428
Robin (FR),5,0.2
Robin Believes (IRE),0,0.0
Robin Blood (FR),0,0.0
Robin Blue Breast (IRE),2,0.0
Robin Can Do (IRE),1,0.0
Robin De Boss (IRE),1,0.0
Robin De Broome (IRE),20,0.0
Robin De Carlow (GB),14,0.5714285714285714
Robin De Edge (IRE),5,0.0
Robin De Light (IRE),4,0.0
Robin De Norval (FR),8,0.125
Robin De Plan (IRE),2,0.0
Robin De Roost (IRE),33,0.1212121212121212
Robin Des Boston (IRE),3,0.0
Robin Des Foret (IRE),40,0.25
Robin Des Fox (IRE),7,0.0
Robin Des Mana (IRE),44,0.1590909090909091
Robin Des People (IRE),20,0.05
Robin Des Plages (FR),1,0.0
Robin Des Ruby (IRE),7,0.0
Robin Des Sheikh (GB),3,0.3333333333333333
Robin Des Sivola (IRE),6,0.0
Robin Des Smoke (IRE),3,0.0
Robin Des Theatre (IRE),4,0.25
Robin Deuz Pois (IRE),20,0.05
Robin Du Bois (FR),6,0.1666666666666666
Robin Elite (IRE),19,0.0
Robin Flower (IRE),2,0.0
Robin Gold (IRE),17,0.3529411764705882
Robin Goodfellow (IRE),20,0.0
Robin Hill (FR),1,0.0
Robin Hill (GB),7,0.1428571428571428
Robin Hood (IRE),1,0.0
Robin Is Ready (IRE),0,0.0
Robin Longstride (GB),0,0.0
Robin Of Locksley (IRE),23,0.1304347826086956
Robin Of Navan (FR),34,0.1470588235294117
Robin Of Sherwood (IRE),22,0.1363636363636363
Robin On The Hill (IRE),21,0.0476190476190476
Robin Park (GB),5,0.4
Robin Roe (IRE),2,1.0
Robin Scherbatsky (IRE),4,0.0
Robin Sparkles (USA),1,0.0
Robin The Hare (IRE),5,0.0
Robin The Raven (IRE),14,0.3571428571428571
Robin Thyme (IRE),8,0.125
Robin Waters (FR),5,0.2
Robin Weathers (USA),10,0.1
Robin Why Not (IRE),7,0.0
Robin Will (FR),3,0.0
Robincollette (IRE),2,0.0
Robindale (IRE),3,0.0
Robindenest (IRE),5,0.0
Robindevidastar (IRE),39,0.0769230769230769
Robinesse (IRE),12,0.0833333333333333
Robinetta (IRE),1,0.0
Robinie (GB),6,0.3333333333333333
Robinnia (IRE),15,0.2666666666666666
Robinnielly (IRE),9,0.2222222222222222
Robinroyale (IRE),16,0.0625
Robins Choice (IRE),2,0.5
Robins Clan (IRE),0,0.0
Robins Command (IRE),7,0.2857142857142857
Robins Dream (GB),6,0.1666666666666666
Robins Field (IRE),22,0.0
Robins Legend (IRE),12,0.0
Robins Pearl (FR),10,0.2
Robins Purse (GB),5,0.0
Robins Reef (IRE),6,0.5
Robins Spirit (IRE),2,0.0
Robins Venture (IRE),3,0.0
Robins Wager (IRE),2,0.0
Robinsfirth (IRE),10,0.3
Robinshill (IRE),41,0.2682926829268293
Robinson Crusoe (ARG),4,0.25
Robinson Crusoe (IRE),7,0.0
Robinsson (IRE),8,0.0
Robinstown (IRE),27,0.1481481481481481
Robinsville (GB),17,0.0
Robintakincharge (USA),0,0.0
Robintheaulad (IRE),9,0.1111111111111111
Robinwood (FR),6,0.0
Robiola (IRE),8,0.0
Robjon (GB),13,0.0769230769230769
Roble (GB),3,0.0
Robocop (AUS),0,0.0
Robodira (AUS),6,0.0
Roboreti (IRE),5,0.0
Robot Boy (IRE),54,0.074074074074074
Robot Fighter (AUS),6,0.0
Robot Knight (AUS),26,0.0384615384615384
Robot Lucky Star (AUS),5,0.2
Robot Master (IRE),6,0.0
Robot Rock (FR),3,0.0
Robot Star (AUS),6,0.1666666666666666
Robot Warrior (AUS),20,0.1
Robotic (GB),3,0.0
Robotique Danseur (FR),4,0.25
Robranov (ITY),1,0.0
Robs Burn (GB),2,0.0
Robs Legacy (GB),18,0.0
Robs Secret (GB),3,0.0
Robs Spirit (GB),1,0.0
Robs Umberella (GB),11,0.0
Robs Wells (FR),3,0.0
Robsam (IRE),9,0.0
Robsdelight (IRE),18,0.1111111111111111
Robstyle (FR),0,0.0
Robust Momentum (AUS),9,0.1111111111111111
Robusta (USA),4,0.0
Robustly (GB),5,0.0
Robusto (AUS),15,0.0666666666666666
Robusto (IRE),36,0.1666666666666666
Robusto (NZ),1,0.0
Roby De Cimbre (FR),2,0.0
Roby Mill (IRE),12,0.0
Robyn Belle (IRE),1,0.0
Robyn Darcy (IRE),5,0.0
Robyn De Good (IRE),1,0.0
Robyn Pud (IRE),6,0.0
Robyn Rua (IRE),3,0.0
Robyna (FR),1,0.0
Robyndeglory (IRE),48,0.1041666666666666
Robyndzone (IRE),20,0.2
Robyns Approach (IRE),14,0.0
Robynson (GB),5,0.0
Roc Angel (FR),36,0.1944444444444444
Roc Astrale (IRE),14,0.0
Roc Bleu (FR),3,0.0
Roc DApsis (FR),20,0.15
Roc De Fer (IRE),2,0.0
Roc De Guye (FR),5,0.0
Roc De Prince (GB),17,0.2352941176470588
Roc Dino (FR),4,0.0
Roc Du Frene (FR),1,0.0
Roc Merle (IRE),1,0.0
Roc My Haarth (IRE),13,0.0
Roc N Gold (NZ),0,0.0
Roc N Ready (NZ),0,0.0
Roc Of Dundee (IRE),2,1.0
Roc Of Gold (IRE),2,0.0
Roc Of Love (IRE),0,0.0
Roc Sands (AUS),0,0.0
Roc dAzur (GB),4,0.0
Roca (JPN),1,0.0
Roca Ignea (CHI),0,0.0
Roca Magica (GB),39,0.1282051282051282
Roca Nivaria (FR),4,0.0
Roca Partida (FR),1,0.0
Roca Rey (USA),0,0.0
Roca Rojo (IRE),8,0.5
Roca Roma (IRE),9,0.3333333333333333
Rocababy (NZ),0,0.0
Rocambolas (FR),12,0.1666666666666666
Rocambole (GB),3,0.0
Rocambolesque (FR),6,0.1666666666666666
Rocanto (NZ),6,0.0
Rocaverde (IRE),2,0.5
Rocc On Eddie (IRE),6,0.0
Rocca You (FR),7,0.1428571428571428
Roccabaker (IRE),13,0.0769230769230769
Roccapina (SAF),1,0.0
Roccapina Senam (FR),0,0.0
Rocchetta (FR),0,0.0
Rocchigiani (GB),6,0.3333333333333333
Roccia Bella (IRE),5,0.2
Roccia Nera (FR),4,0.25
Roccia dOro (IRE),1,0.0
Rocco (IRE),29,0.1034482758620689
Rocco Bay (IRE),8,0.25
Rocco Boyo (IRE),5,0.0
Rocco Du Berlais (IRE),4,0.0
Rocco Molly (GB),5,0.0
Rocco Pulco (FR),0,0.0
Rocco Ray (IRE),2,0.0
Rocco Royale (IRE),8,0.125
Rocco Storm (IRE),27,0.1481481481481481
Rocco Sun (IRE),0,0.0
Roccobear (IRE),6,0.0
Roccobye (GB),1,0.0
Roccocal (IRE),5,0.0
Rocconrockall (IRE),15,0.0
Roccontier (GB),0,0.0
Roccor (GB),8,0.0
Roccorionach (IRE),17,0.0
Roccorovermann (IRE),7,0.0
Roccos Delight (GB),12,0.3333333333333333
Roccos Dream (GB),3,0.0
Roccos Inspiration (IRE),21,0.0476190476190476
Roccovango (IRE),13,0.3076923076923077
Roccowithlove (GB),13,0.1538461538461538
Roccozaam (IRE),6,0.0
Roccstar Bay (GB),1,0.0
Rocette (GB),0,0.0
Roch (GB),1,0.0
Roch N Horse (NZ),7,0.2857142857142857
Rocha Clock (AUS),8,0.125
Rocha Do Leao (IRE),8,0.0
Rochambeau (IRE),7,0.0
Rochambeau (USA),0,0.0
Roche Lobe (JPN),0,0.0
Roche Rose (IRE),11,0.0909090909090909
Rochebrune (GB),11,0.0909090909090909
Rochefort (JPN),2,0.0
Rochelaise (FR),2,0.5
Rochelle (FR),8,0.25
Rochelle (IRE),0,0.0
Rochenka (FR),23,0.0434782608695652
Roches Cross (IRE),0,0.0
Roches Point (IRE),0,0.0
Rochester (GB),0,0.0
Rochester Brinks (IRE),3,0.0
Rochester House (IRE),25,0.2
Rochester Mike (IRE),11,0.0
Rocheston (FR),7,0.1428571428571428
Rochestown (IRE),23,0.217391304347826
Rocheux (FR),15,0.0
Rocheval (FR),11,0.2727272727272727
Rocheville (FR),0,0.0
Rochford (AUS),25,0.04
Rochford (IRE),17,0.1176470588235294
Rochfortbridge (IRE),5,0.2
Rocho (SPA),0,0.0
Rock (AUS),18,0.1111111111111111
Rock A Doodle Doo (IRE),9,0.1111111111111111
Rock A Hula Baby (JPN),8,0.0
Rock Academy (GER),4,0.0
Rock Along (USA),0,0.0
Rock Amore (AUS),2,0.0
Rock And Bel (FR),0,0.0
Rock And Fellers (ARG),0,0.0
Rock And Pop (CHI),0,0.0
Rock And Roll (FR),23,0.1304347826086956
Rock And Roll King (IRE),7,0.0
Rock And Royal (IRE),7,0.1428571428571428
Rock And Swing (AUS),3,0.0
Rock Armour (IRE),26,0.0384615384615384
Rock Artist (AUS),0,0.0
Rock At The Park (FR),0,0.0
Rock Basher (IRE),21,0.0
Rock Besuqueiro (URU),0,0.0
Rock Blanc (FR),46,0.2826086956521739
Rock Bottom (GB),5,0.4
Rock Boy (FR),9,0.1111111111111111
Rock Boy Grey (IRE),24,0.1666666666666666
Rock Breaker (IRE),15,0.0
Rock Camelot (IRE),4,0.0
Rock Candy (AUS),0,0.0
Rock Candy (JPN),0,0.0
Rock Canyon (IRE),32,0.09375
Rock Chant (USA),20,0.2
Rock Charm (GB),11,0.0909090909090909
Rock Chic (GB),1,0.0
Rock Chica (IRE),23,0.0434782608695652
Rock Chick Supremo (IRE),6,0.0
Rock Chop (FR),16,0.0
Rock City Falls (IRE),5,0.0
Rock City Roadhog (USA),1,0.0
Rock Cocktail (AUS),3,0.0
Rock Creek (JPN),0,0.0
Rock Critic (IRE),1,0.0
Rock Crusher (IRE),1,0.0
Rock DEte (FR),2,0.0
Rock DOpale (FR),2,0.5
Rock DOr (FR),12,0.1666666666666666
Rock Daddy (CHI),3,0.0
Rock Dandy (IRE),17,0.1176470588235294
Rock Danse (FR),8,0.125
Rock De Baune (FR),14,0.2142857142857142
Rock Des Champs (IRE),4,0.0
Rock Des Clos (FR),1,0.0
Rock Diva (IRE),8,0.0
Rock Diva (NZ),1,0.0
Rock Dj (IRE),5,0.0
Rock Dove (AUS),3,0.3333333333333333
Rock Eagle (GB),16,0.25
Rock Em Sock Em (AUS),0,0.0
Rock Empire (AUS),1,0.0
Rock Etoile (IRE),58,0.1034482758620689
Rock Eyes (GB),0,0.0
Rock Fall (USA),3,1.0
Rock Fest (AUS),0,0.0
Rock Follies (GB),2,0.0
Rock Force (IRE),8,0.0
Rock Girl (IRE),10,0.2
Rock Giselle (AUS),0,0.0
Rock Goddess (GB),3,0.0
Rock Gone (IRE),8,0.125
Rock Hard (AUS),1,0.0
Rock Heroine (GB),2,0.0
Rock Hill (IRE),10,0.0
Rock House (IRE),13,0.1538461538461538
Rock Hunter (GB),14,0.0714285714285714
Rock Hurley (FR),16,0.0625
Rock Icon (GB),35,0.1428571428571428
Rock Iguana (IRE),6,0.1666666666666666
Rock In Paradise (IRE),0,0.0
Rock In Peace (IRE),13,0.2307692307692307
Rock In Society (IRE),24,0.0416666666666666
Rock Island Line (GB),12,0.0833333333333333
Rock It (FR),3,0.0
Rock Joyeux (FR),7,0.0
Rock King (BRZ),0,0.0
Rock Legend (IRE),9,0.1111111111111111
Rock Leone (FR),0,0.0
Rock Lobster (GB),23,0.0434782608695652
Rock Lodge (GB),7,0.0
Rock Magic (AUS),29,0.2068965517241379
Rock Master (IRE),17,0.0
Rock Me (GER),7,0.1428571428571428
Rock Me Charly (IRE),2,0.5
Rock Me Mama (USA),1,0.0
Rock Me Robin (IRE),1,0.0
Rock Me Zippo (IRE),3,0.0
Rock Melody (IRE),54,0.1296296296296296
Rock Montjeu (IRE),10,0.0
Rock Music (FR),3,0.0
Rock Music (GB),2,0.0
Rock My Life (GER),2,0.0
Rock My Love (GER),6,0.3333333333333333
Rock My Soul (AUS),0,0.0
Rock My Soul (SAF),0,0.0
Rock My Style (IRE),9,0.2222222222222222
Rock My Wand (AUS),1,0.0
Rock My Way (IRE),21,0.1428571428571428
Rock My World (GER),2,0.0
Rock Mylady (NZ),0,0.0
Rock N Gold (AUS),1,0.0
Rock N It (IRE),7,0.0
Rock N Rhythm (IRE),12,0.1666666666666666
Rock N Roll Champ (IRE),14,0.0
Rock N Roll Global (IRE),7,0.0
Rock N Roll Kid (IRE),5,0.0
Rock N Roll Pinkie (GB),32,0.1875
Rock N Roll Queen (GB),6,0.0
Rock N Roll Rocket (IRE),14,0.2142857142857142
Rock N Roll Star (GB),0,0.0
Rock N Rolla (IRE),23,0.1304347826086956
Rock NStones (IRE),42,0.0238095238095238
Rock Of Africa (SAF),0,0.0
Rock Of Ages (GB),20,0.05
Rock Of America (USA),6,0.1666666666666666
Rock Of Baile Ur (IRE),1,0.0
Rock Of Brockton (FR),7,0.0
Rock Of Candy (IRE),8,0.125
Rock Of Cashel (GER),0,0.0
Rock Of Cashel (IRE),15,0.1333333333333333
Rock Of Destiny (GB),2,0.0
Rock Of Diamonds (IRE),1,0.0
Rock Of Dreams (IRE),0,0.0
Rock Of England (IRE),36,0.1388888888888889
Rock Of Estonia (IRE),20,0.15
Rock Of Fame (GB),13,0.0
Rock Of Glenstal (GB),3,0.0
Rock Of Herin (FR),17,0.1764705882352941
Rock Of Ireland (IRE),18,0.0555555555555555
Rock Of Leon (GB),28,0.1785714285714285
Rock Of Max (GB),11,0.0
Rock Of Monaco (GB),14,0.0714285714285714
Rock Of Pensax (IRE),1,0.0
Rock Of Redmond (IRE),4,0.0
Rock Of Romance (IRE),9,0.2222222222222222
Rock Of Rosha (GB),0,0.0
Rock Of Silver (FR),0,0.0
Rock Of Spirit (FR),3,0.0
Rock Of Star (FR),17,0.1764705882352941
Rock Of The Glade (FR),1,0.0
Rock Of The Moon (FR),0,0.0
Rock Of The Nation (IRE),1,0.0
Rock Of Tiger (GER),0,0.0
Rock Of Tuskar (IRE),15,0.1333333333333333
Rock Of You (FR),2,0.0
Rock On (IRE),0,0.0
Rock On (NZ),5,0.0
Rock On Aidan (IRE),10,0.1
Rock On Aussie (IRE),20,0.0
Rock On Baby (USA),1,0.0
Rock On Bach (IRE),37,0.0
Rock On Baileys (GB),38,0.2105263157894736
Rock On Barney (IRE),52,0.0769230769230769
Rock On Bennie (IRE),8,0.125
Rock On Bertie (IRE),26,0.0384615384615384
Rock On Bollinski (GB),25,0.12
Rock On Brian (IRE),1,0.0
Rock On Bundee (IRE),1,0.0
Rock On By (GB),1,1.0
Rock On Candy (GB),0,0.0
Rock On Carlos (IRE),0,0.0
Rock On Cassie (IRE),11,0.0909090909090909
Rock On Cowboy (IRE),9,0.1111111111111111
Rock On Dandy (FR),27,0.1111111111111111
Rock On Dolly (IRE),3,0.0
Rock On Emma (IRE),2,0.0
Rock On Fruity (IRE),45,0.1777777777777777
Rock On Gurkha (IRE),2,0.0
Rock On Harry (IRE),8,0.25
Rock On Jet (IRE),9,0.1111111111111111
Rock On Lilly (IRE),16,0.125
Rock On Luke (USA),0,0.0
Rock On Max (IRE),2,0.0
Rock On Oscar (IRE),10,0.2
Rock On Pedro (IRE),37,0.054054054054054
Rock On Rani (GB),1,0.0
Rock On Rio (IRE),2,0.0
Rock On Rita (IRE),15,0.2
Rock On Rocco (IRE),14,0.2857142857142857
Rock On Rocky (GB),48,0.1041666666666666
Rock On Rodney (GB),2,0.0
Rock On Ronnie (IRE),1,0.0
Rock On Rosie (IRE),34,0.0588235294117647
Rock On Roy (GB),0,0.0
Rock On Ruby (IRE),3,0.3333333333333333
Rock On Seamie (IRE),55,0.0727272727272727
Rock On Sweetie (GB),4,0.0
Rock On Teddy (GB),1,0.0
Rock On The Moor (IRE),14,0.0714285714285714
Rock On Thunder (IRE),5,0.2
Rock On Tiger (FR),11,0.0
Rock On Tommy (GB),41,0.1219512195121951
Rock On Up (AUS),1,0.0
Rock On Westie (IRE),11,0.0
Rock On Wood (NZ),4,0.25
Rock Opera (GB),40,0.1
Rock OperaI (GB),0,0.0
Rock Or Bust (AUS),2,0.0
Rock Or Bust (FR),33,0.0
Rock Pache (USA),0,0.0
Rock Palm (IRE),9,0.0
Rock Party (IRE),8,0.0
Rock Princess (SAF),0,0.0
